Entity,Code,Year,Yearly burned area across other land categories,Yearly burned area across croplands,Yearly burned area across forests,Yearly burned area across savannas,Yearly burned area across shrublands and grasslands
Serbia,SRB,2008,279.057,86936.766,42.932,515.18097,493.717
Serbia,SRB,2009,407.852,43189.324,386.385,858.634,1180.623
Serbia,SRB,2010,85.864,11119.32,107.329,300.522,686.90796
Serbia,SRB,2011,214.659,65556.76,1116.225,794.239,3069.619
Serbia,SRB,2012,343.454,170331.66,1395.28,2575.905,6332.4316
Serbia,SRB,2013,0,5903.1143,0,64.398,0
Serbia,SRB,2014,0,3906.7908,21.466,42.932,0
Serbia,SRB,2015,0,5023.0127,85.863,257.59,622.51
Serbia,SRB,2016,64.397995,5946.0454,42.932,643.976,515.18097
Serbia,SRB,2017,42.932,25887.842,236.124,1202.089,1245.019
Serbia,SRB,2018,321.989,52097.656,150.261,772.771,1245.021
Serbia,SRB,2019,171.727,25608.78,1631.406,2146.587,4443.438
Serbia,SRB,2020,0,12815.121,321.988,279.05603,386.38602
Serbia,SRB,2021,85.864006,11870.625,321.988,1266.486,1438.2141
Serbia,SRB,2022,21.466,8414.62,794.237,880.101,1695.8049
Seychelles,SYC,2002,0,0,0,0,0
Seychelles,SYC,2003,0,0,0,0,0
Seychelles,SYC,2004,0,0,0,0,0
Seychelles,SYC,2005,0,0,0,0,0
Seychelles,SYC,2006,0,0,0,0,0
Seychelles,SYC,2007,0,0,0,0,0
Seychelles,SYC,2008,0,0,0,0,0
Seychelles,SYC,2009,0,0,0,0,0
Seychelles,SYC,2010,0,0,0,0,0
Seychelles,SYC,2011,0,0,0,0,0
Seychelles,SYC,2012,0,0,0,0,0
Seychelles,SYC,2013,0,0,0,0,0
Seychelles,SYC,2014,0,0,0,0,0
Seychelles,SYC,2015,0,0,0,0,0
Seychelles,SYC,2016,0,0,0,0,0
Seychelles,SYC,2017,0,0,0,0,0
Seychelles,SYC,2018,0,0,0,0,0
Seychelles,SYC,2019,0,0,0,0,0
Seychelles,SYC,2020,0,0,0,0,0
Seychelles,SYC,2021,0,0,0,0,0
Seychelles,SYC,2022,0,0,0,0,0
Sierra Leone,SLE,2002,364.919,127378.46,150.261,413497,11484.238
Sierra Leone,SLE,2003,5151.808,167626.95,9015.665,655288.56,204355.05
Sierra Leone,SLE,2004,6568.5557,126863.27,9702.573,675724.06,257332.83
Sierra Leone,SLE,2005,1803.1329,113189.52,6632.954,724408.6,71459.87
Sierra Leone,SLE,2006,5001.548,233634.5,12643.397,1013382.1,467140.2
Sierra Leone,SLE,2007,2210.983,121453.88,7191.066,982063.44,317458.72
Sierra Leone,SLE,2008,2747.631,108896.34,2747.632,619268.8,72232.64
Sierra Leone,SLE,2009,6246.566,123407.27,4786.889,473537.03,180678.2
Sierra Leone,SLE,2010,858.635,79316.38,2618.836,301423.72,38853.22
Sierra Leone,SLE,2011,1738.735,120831.37,2447.1099,400381.34,52741.637
Sierra Leone,SLE,2012,4185.846,165480.38,4293.1733,639940.44,229835.05
Sierra Leone,SLE,2013,3219.881,121690.01,3885.324,594626,100224.13
Sierra Leone,SLE,2014,8543.415,118727.72,9015.666,545168.6,256538.58
Sierra Leone,SLE,2015,27690.969,210215.23,46666.797,764034.6,389047.38
Sierra Leone,SLE,2016,4185.8438,148479.4,5430.8647,751240.94,138733.9
Sierra Leone,SLE,2017,5065.945,148007.16,8114.0967,597395.06,142662.16
Sierra Leone,SLE,2018,6117.773,170632.19,2683.2341,391837.97,90521.56
Sierra Leone,SLE,2019,4421.968,130297.82,3498.938,353414.03,103186.42
Sierra Leone,SLE,2020,472.249,109390.055,1674.3391,387051.03,63045.254
Sierra Leone,SLE,2021,2253.916,116473.8,1738.735,339997.88,86893.83
Sierra Leone,SLE,2022,7491.5884,152622.31,4507.832,497385.6,113683.234
Singapore,SGP,2002,0,0,0,0,0
Singapore,SGP,2003,0,0,0,0,0
Singapore,SGP,2004,0,0,0,0,0
Singapore,SGP,2005,21.466,0,0,0,0
Singapore,SGP,2006,0,0,0,0,0
Singapore,SGP,2007,0,0,0,0,0
Singapore,SGP,2008,0,0,0,0,0
Singapore,SGP,2009,0,0,0,0,0
Singapore,SGP,2010,0,0,0,0,0
Singapore,SGP,2011,0,0,0,0,0
Singapore,SGP,2012,0,0,0,0,0
Singapore,SGP,2013,0,0,0,0,0
Singapore,SGP,2014,0,0,0,0,0
Singapore,SGP,2015,0,0,0,0,0
Singapore,SGP,2016,0,0,0,0,0
Singapore,SGP,2017,0,0,0,0,0
Singapore,SGP,2018,0,0,0,0,0
Singapore,SGP,2019,0,0,0,0,0
Singapore,SGP,2020,0,0,0,0,0
Singapore,SGP,2021,0,0,0,0,0
Singapore,SGP,2022,0,0,0,0,0
Slovakia,SVK,2002,236.12401,5473.797,0,0,0
Slovakia,SVK,2003,128.795,815.70294,42.932,21.466,0
Slovakia,SVK,2004,236.125,2168.054,0,0,0
Slovakia,SVK,2005,21.466,944.498,64.398,21.466,21.466
Slovakia,SVK,2006,42.932,193.19301,0,0,0
Slovakia,SVK,2007,0,601.044,279.057,21.466,193.193
Slovakia,SVK,2008,42.932,407.85202,0,0,21.466
Slovakia,SVK,2009,0,257.59003,21.466,0,0
Slovakia,SVK,2010,0,193.193,0,0,0
Slovakia,SVK,2011,21.466,1781.667,0,0,42.932
Slovakia,SVK,2012,171.727,2189.519,64.397995,0,85.864006
Slovakia,SVK,2013,0,1180.623,0,0,0
Slovakia,SVK,2014,85.864,2017.792,128.795,0,85.863
Slovakia,SVK,2015,21.466,1180.623,0,0,0
Slovakia,SVK,2016,107.329,708.374,0,0,21.466
Slovakia,SVK,2017,515.181,171.72699,42.932,0,64.398
Slovakia,SVK,2018,0,0,171.727,0,0
Slovakia,SVK,2019,150.261,42.932,0,0,0
Slovakia,SVK,2020,0,321.988,0,0,0
Slovakia,SVK,2021,0,321.989,21.466,0,0
Slovakia,SVK,2022,171.727,815.704,0,0,0
Slovenia,SVN,2002,0,0,0,0,0
Slovenia,SVN,2003,0,0,364.91998,0,386.385
Slovenia,SVN,2004,0,0,21.466,0,0
Slovenia,SVN,2005,0,0,0,0,0
Slovenia,SVN,2006,0,0,321.988,0,171.727
Slovenia,SVN,2007,0,0,42.932,0,0
Slovenia,SVN,2008,0,0,0,0,0
Slovenia,SVN,2009,0,0,128.795,0,0
Slovenia,SVN,2010,0,0,0,0,0
Slovenia,SVN,2011,0,0,1459.6799,21.466,150.261
Slovenia,SVN,2012,0,0,536.647,42.932,214.659
Slovenia,SVN,2013,0,0,21.466,0,0
Slovenia,SVN,2014,0,0,64.398,0,0
Slovenia,SVN,2015,0,0,0,0,0
Slovenia,SVN,2016,0,0,64.398,0,300.522
Slovenia,SVN,2017,0,0,0,42.932,128.795
Slovenia,SVN,2018,0,0,150.261,0,0
Slovenia,SVN,2019,0,0,0,0,0
Slovenia,SVN,2020,0,0,0,0,0
Slovenia,SVN,2021,0,0,0,0,0
Slovenia,SVN,2022,0,0,2704.699,85.864,858.635
Solomon Islands,SLB,2002,64.398,0,21.466,0,0
Solomon Islands,SLB,2003,0,0,0,0,0
Solomon Islands,SLB,2004,0,0,0,0,0
Solomon Islands,SLB,2005,0,0,0,0,0
Solomon Islands,SLB,2006,0,0,0,0,0
Solomon Islands,SLB,2007,0,0,0,0,0
Solomon Islands,SLB,2008,0,0,0,0,0
Solomon Islands,SLB,2009,0,0,0,0,0
Solomon Islands,SLB,2010,0,0,0,0,0
Solomon Islands,SLB,2011,0,0,0,0,0
Solomon Islands,SLB,2012,0,0,0,0,0
Solomon Islands,SLB,2013,0,0,0,0,0
Solomon Islands,SLB,2014,0,0,0,0,0
Solomon Islands,SLB,2015,0,0,21.466,0,64.398
Solomon Islands,SLB,2016,0,0,0,0,0
Solomon Islands,SLB,2017,0,0,0,0,0
Solomon Islands,SLB,2018,0,0,0,0,0
Solomon Islands,SLB,2019,0,0,0,0,0
Solomon Islands,SLB,2020,0,0,0,0,0
Solomon Islands,SLB,2021,0,0,0,0,0
Solomon Islands,SLB,2022,0,0,0,0,0
Somalia,SOM,2002,0,2082.19,0,279.057,21208.277
Somalia,SOM,2003,472.24902,5151.81,0,2940.824,132723.47
Somalia,SOM,2004,64.398,622.51105,0,772.771,19169.02
Somalia,SOM,2005,21.466,858.635,0,236.125,25265.326
Somalia,SOM,2006,0,128.79599,0,128.795,7298.3945
Somalia,SOM,2007,64.397995,429.318,0,407.852,36556.375
Somalia,SOM,2008,429.318,171.728,0,1030.362,25394.121
Somalia,SOM,2009,21.466,193.193,0,21.466,12085.281
Somalia,SOM,2010,236.125,2404.178,0,21.466,21852.254
Somalia,SOM,2011,21.466,0,0,0,3670.664
Somalia,SOM,2012,85.864,279.057,0,42.932,64376.133
Somalia,SOM,2013,85.863,1202.088,0,0,70794.43
Somalia,SOM,2014,279.057,643.97595,0,42.932,14661.188
Somalia,SOM,2015,0,0,0,193.193,2232.449
Somalia,SOM,2016,171.72801,214.65903,0,128.795,5602.592
Somalia,SOM,2017,0,0,0,0,21.466
Somalia,SOM,2018,42.932,0,0,0,407.852
Somalia,SOM,2019,21.466,0,0,279.057,2490.0398
Somalia,SOM,2020,128.79501,0,0,1245.019,15627.153
Somalia,SOM,2021,107.328995,686.908,0,0,4980.081
Somalia,SOM,2022,0,0,0,0,1309.418
South Africa,ZAF,2002,16292.596,307605.88,16378.456,107737.19,4772120
South Africa,ZAF,2003,15326.627,310160.3,43897.703,120616.71,3274403.5
South Africa,ZAF,2004,21143.88,220239.81,15476.893,92045.64,2798569.5
South Africa,ZAF,2005,20027.654,324263.4,57700.254,164707.6,4569310.5
South Africa,ZAF,2006,46087.223,320206.34,13931.349,112717.266,3346700.5
South Africa,ZAF,2007,14296.274,239580.55,64805.453,189328.95,3601521.8
South Africa,ZAF,2008,23590.988,292536.84,38166.312,187032.11,3637219.8
South Africa,ZAF,2009,12729.261,326560.25,19169.021,170159.94,3557967.5
South Africa,ZAF,2010,23633.922,259286.2,26166.893,175354.67,4111185.8
South Africa,ZAF,2011,38466.832,301702.78,19040.223,124008.32,3976702.2
South Africa,ZAF,2012,18203.057,237262.23,23784.184,180205.95,3577050.8
South Africa,ZAF,2013,19555.408,211717.84,21058.016,178660.4,3418053
South Africa,ZAF,2014,21573.197,223223.56,29730.227,173594.47,3447568.5
South Africa,ZAF,2015,24642.824,193343.06,16163.8,91187.01,2399862.5
South Africa,ZAF,2016,8843.939,91766.586,23526.592,113511.51,1287436.9
South Africa,ZAF,2017,11698.897,213070.2,36084.125,111107.33,2582429.8
South Africa,ZAF,2018,20864.824,194716.88,86700.64,98614.195,2726895
South Africa,ZAF,2019,10368.015,164428.55,35805.066,164063.62,2462500
South Africa,ZAF,2020,18224.527,241233.4,30610.33,106277.51,2646462.5
South Africa,ZAF,2021,19727.133,338988.97,20456.973,123815.12,4620678
South Africa,ZAF,2022,32155.871,219831.95,9809.905,69957.27,3085718.2
South America,,2002,206308.48,2167451.5,3574904,20334122,13918490
South America,,2003,138648.06,2375692,2969051.5,17771614,13201294
South America,,2004,153609.78,2497661,4945134.5,19266710,13727572
South America,,2005,174689.25,2171015,4260309,20846878,13045516
South America,,2006,247587.34,2126022.5,2797088.2,12821798,10112935
South America,,2007,152879.92,2756281.8,5949630.5,28114964,18958396
South America,,2008,395401.3,2224958.8,2053489.2,15607940,10973008
South America,,2009,169022.27,2058168.9,966801.2,9459814,8338309
South America,,2010,189500.7,2571589.5,7297815,27103062,17645802
South America,,2011,176063.06,2075363,1654353,12797500,9443500
South America,,2012,172735.86,1672362.8,2233180,19192482,11800796
South America,,2013,150711.89,1523346.8,1007607.8,10316925,8438833
South America,,2014,126412.51,1625996.5,1272539.6,12930674,10249716
South America,,2015,143606.69,1638704.4,2652387,14276863,11685546
South America,,2016,165823.86,1778296.9,2505560.5,13704110,11520280
South America,,2017,170589.28,1772715.6,3236494.8,17624936,13298577
South America,,2018,106599.516,1602405.5,1391954.1,9246186,9166247
South America,,2019,196477.11,1974967.1,4611963,16460070,12138970
South America,,2020,855951.5,2224851.2,5121627,20418612,14777146
South America,,2021,428673.38,1912716.1,3407491.8,13948327,9784443
South America,,2022,413432.62,1289583.4,4081047.8,13988919,10236536
South Korea,KOR,2002,0,3091.0842,2017.791,0,343.454
South Korea,KOR,2003,236.125,3756.5283,1910.462,4078.5142,107.33
South Korea,KOR,2004,837.169,3713.595,1287.952,3198.4148,1008.896
South Korea,KOR,2005,85.863,429.317,3348.676,3670.663,2318.314
South Korea,KOR,2006,64.398,214.659,343.454,944.498,236.125
South Korea,KOR,2007,85.864,214.658,923.033,3219.88,343.454
South Korea,KOR,2008,21.466,0,236.125,2769.0972,42.932
South Korea,KOR,2009,0,472.24902,1888.9961,2447.108,880.101
South Korea,KOR,2010,0,536.64703,343.454,64.397995,64.398
South Korea,KOR,2011,386.38602,6332.431,2232.45,8607.812,2318.313
South Korea,KOR,2012,0,64.397995,558.113,21.466,343.454
South Korea,KOR,2013,64.397995,2039.2571,1287.952,128.795,450.784
South Korea,KOR,2014,42.932,2532.973,1073.293,3928.2542,343.45398
South Korea,KOR,2015,300.522,4894.2183,64.397995,1051.828,85.863
South Korea,KOR,2016,128.795,2082.188,21.466,300.522,171.726
South Korea,KOR,2017,343.45398,1588.475,429.317,4915.683,1760.202
South Korea,KOR,2018,0,0,21.466,0,0
South Korea,KOR,2019,236.124,1609.939,558.112,2103.655,343.454
South Korea,KOR,2020,128.795,2747.632,772.77203,3327.21,386.38602
South Korea,KOR,2021,0,0,0,0,0
South Korea,KOR,2022,236.12502,794.237,16700.445,1953.3939,1910.4619
South Sudan,SSD,2002,18889.967,1212928.9,130448.08,18407282,15565030
South Sudan,SSD,2003,41021.273,1145590.4,325615.75,18389638,10758650
South Sudan,SSD,2004,35912.395,938487.75,308958.22,18044872,12493178
South Sudan,SSD,2005,35010.83,1203161.9,458146,20246712,12644791
South Sudan,SSD,2006,30052.215,1125047.5,161208.67,13550544,10716812
South Sudan,SSD,2007,26403.016,998205.75,354487.34,19326212,12543816
South Sudan,SSD,2008,8500.485,1058052.6,354401.47,19048854,11423941
South Sudan,SSD,2009,30867.918,1130027.8,271521.75,19911244,12886282
South Sudan,SSD,2010,55918.586,823044.25,242950.69,15265773,8271400
South Sudan,SSD,2011,20950.686,1115087.4,381963.62,19133280,11377554
South Sudan,SSD,2012,26682.074,1156452.1,209485.39,17554658,11906236
South Sudan,SSD,2013,30696.191,762789.6,290154.12,16734511,11169678
South Sudan,SSD,2014,20285.242,991680.1,268559.47,18762906,9897632
South Sudan,SSD,2015,20585.768,851787.06,169816.47,18392104,12183382
South Sudan,SSD,2016,34259.527,970879.75,281095.53,20506450,11439676
South Sudan,SSD,2017,46409.207,791510.94,182459.88,17575544,8005373.5
South Sudan,SSD,2018,31705.084,810551.1,212104.23,21971130,11753958
South Sudan,SSD,2019,45507.64,644448.25,134848.58,11164183,6127346
South Sudan,SSD,2020,20049.121,792970.6,554763.9,20165144,8810794
South Sudan,SSD,2021,7899.44,636463,382586.12,16689626,10426916
South Sudan,SSD,2022,19533.938,466603.56,421632.56,14179322,6277843.5
Spain,ESP,2002,515.18097,107307.87,2575.905,6804.6787,41214.47
Spain,ESP,2003,364.92,83416.36,4808.355,13094.183,104324.11
Spain,ESP,2004,386.387,96167.086,3842.391,14768.517,85305.35
Spain,ESP,2005,729.841,6697.35,8715.143,33315.027,133410.38
Spain,ESP,2006,601.044,11655.964,11291.047,14103.074,105483.27
Spain,ESP,2007,300.523,28227.617,2940.826,8693.677,43167.86
Spain,ESP,2008,236.125,9809.902,407.852,4765.423,17709.34
Spain,ESP,2009,386.38602,10131.89,2146.5881,9852.833,71760.39
Spain,ESP,2010,450.783,5323.535,493.716,3456.005,21294.143
Spain,ESP,2011,364.91998,18653.838,2296.8489,16356.992,49843.742
Spain,ESP,2012,343.455,21766.389,4636.628,35225.49,142039.64
Spain,ESP,2013,622.511,43017.6,837.17004,5988.978,24599.887
Spain,ESP,2014,321.98798,12214.078,1330.884,2683.234,16314.059
Spain,ESP,2015,193.194,18954.361,3434.54,9316.1875,50680.914
Spain,ESP,2016,643.977,29300.908,3928.2542,10668.537,31812.414
Spain,ESP,2017,214.659,18868.5,10410.946,16571.652,92925.74
Spain,ESP,2018,107.33,3026.688,536.64703,1824.599,6804.6787
Spain,ESP,2019,64.398,5838.716,2790.561,6933.476,35826.527
Spain,ESP,2020,407.851,9337.651,965.965,17172.695,27712.434
Spain,ESP,2021,107.329,17644.941,9015.664,6912.01,36041.19
Spain,ESP,2022,729.841,10368.014,37050.086,49457.36,182717.47
Sri Lanka,LKA,2002,364.92102,18653.838,214.65901,31232.836,11419.844
Sri Lanka,LKA,2003,193.194,21701.992,708.37396,36191.453,11441.307
Sri Lanka,LKA,2004,107.33,9638.174,107.33,54652.1,13716.691
Sri Lanka,LKA,2005,257.591,18567.975,64.397995,56025.92,16035.005
Sri Lanka,LKA,2006,150.262,2447.1091,107.33,23226.07,12149.681
Sri Lanka,LKA,2007,150.262,4636.627,107.329,27605.11,10346.548
Sri Lanka,LKA,2008,236.125,16721.91,0,15069.04,8843.938
Sri Lanka,LKA,2009,386.387,13244.439,21.466,31318.701,15734.481
Sri Lanka,LKA,2010,171.726,14103.074,42.932,10389.481,3069.62
Sri Lanka,LKA,2011,128.79599,10818.799,0,15369.561,7298.393
Sri Lanka,LKA,2012,364.91998,17473.215,171.727,25630.248,13180.041
Sri Lanka,LKA,2013,171.727,12299.945,0,6954.942,3799.46
Sri Lanka,LKA,2014,107.33,10904.659,128.796,8479.018,5130.3447
Sri Lanka,LKA,2015,0,19512.473,0,5259.1387,2747.631
Sri Lanka,LKA,2016,21.466,16099.401,364.91998,12557.533,3241.345
Sri Lanka,LKA,2017,0,472.24902,0,2232.45,85.864006
Sri Lanka,LKA,2018,42.932,9681.107,0,2511.506,321.989
Sri Lanka,LKA,2019,0,4035.583,0,1846.064,343.456
Sri Lanka,LKA,2020,0,1309.418,0,21.466,429.31702
Sri Lanka,LKA,2021,21.466,472.249,0,3971.186,21.466
Sri Lanka,LKA,2022,42.932,923.031,0,4679.5596,472.25
Sudan,SDN,2002,1631.407,1540326.2,279.057,341479,6397193.5
Sudan,SDN,2003,28614,1380534.2,579.579,407787.1,7622272
Sudan,SDN,2004,36792.5,1323499.5,150.262,422577.06,7799945
Sudan,SDN,2005,8865.404,1286685.6,450.784,413625.8,8295141
Sudan,SDN,2006,4915.685,1027292,214.66,363138.06,6859203
Sudan,SDN,2007,233591.58,1089929.4,321.988,476714,8948777
Sudan,SDN,2008,52569.91,872737.75,450.784,473794.62,6914156
Sudan,SDN,2009,25522.916,1062131.1,128.795,280043.7,7138603
Sudan,SDN,2010,50380.39,723034.8,364.921,219681.69,5608065
Sudan,SDN,2011,16786.309,674393.1,171.728,393276.16,4671380.5
Sudan,SDN,2012,43210.793,842342.1,558.112,221549.22,7186944
Sudan,SDN,2013,98120.48,724408.6,386.386,275986.7,6350290.5
Sudan,SDN,2014,110549.21,659302.7,708.373,222944.5,5334998
Sudan,SDN,2015,11011.988,643868.7,708.374,176020.11,5496271
Sudan,SDN,2016,33143.3,698671.06,1137.69,351374.78,5802546
Sudan,SDN,2017,118405.73,760149.3,579.579,259114.5,5332872.5
Sudan,SDN,2018,126262.234,640820.5,1416.748,201049.31,5031814
Sudan,SDN,2019,183876.62,679995.75,1867.531,193428.94,4456163.5
Sudan,SDN,2020,353585.75,972554,3477.471,222107.33,6161863
Sudan,SDN,2021,302539.94,745767.2,3198.414,257182.56,5494704
Sudan,SDN,2022,113039.26,627018,1760.2,184177.14,3845309.5
Suriname,SUR,2002,321.989,4786.888,686.907,17537.613,20736.03
Suriname,SUR,2003,536.647,8436.086,4379.038,6375.36,16206.73
Suriname,SUR,2004,429.318,4271.708,794.237,16228.197,30266.877
Suriname,SUR,2005,42.932,2511.5068,107.328995,1159.157,2361.2449
Suriname,SUR,2006,343.45398,3777.992,472.251,8393.154,14060.144
Suriname,SUR,2007,128.79599,2039.258,150.262,858.635,1416.747
Suriname,SUR,2008,300.524,2125.121,321.99,3627.734,6632.952
Suriname,SUR,2009,257.591,6482.6914,643.97705,13759.621,17666.408
Suriname,SUR,2010,343.454,2683.2341,343.45502,1180.622,987.43
Suriname,SUR,2011,64.397995,3885.3218,193.194,7491.59,8951.269
Suriname,SUR,2012,64.397995,2876.426,536.648,12364.341,23290.469
Suriname,SUR,2013,279.057,8908.334,236.125,1266.4869,2962.288
Suriname,SUR,2014,107.329,6568.5547,364.92102,8586.348,23698.316
Suriname,SUR,2015,493.715,10432.411,1116.226,7513.052,18117.191
Suriname,SUR,2016,1180.624,1652.8721,472.25,2790.563,5795.783
Suriname,SUR,2017,193.193,1395.282,236.125,3992.652,17151.229
Suriname,SUR,2018,171.728,8672.21,279.057,1180.6221,5581.127
Suriname,SUR,2019,1051.828,12707.794,1223.556,9831.368,23741.25
Suriname,SUR,2020,279.057,13759.62,1223.556,3219.8809,9573.777
Suriname,SUR,2021,0,2747.632,64.397995,128.795,257.59
Suriname,SUR,2022,128.79599,2189.518,85.864006,2039.257,9144.459
Svalbard and Jan Mayen,SJM,2002,0,0,0,0,0
Svalbard and Jan Mayen,SJM,2003,0,0,0,0,0
Svalbard and Jan Mayen,SJM,2004,0,0,0,0,0
Svalbard and Jan Mayen,SJM,2005,0,0,0,0,0
Svalbard and Jan Mayen,SJM,2006,0,0,0,0,0
Svalbard and Jan Mayen,SJM,2007,0,0,0,0,0
Svalbard and Jan Mayen,SJM,2008,0,0,0,0,0
Svalbard and Jan Mayen,SJM,2009,0,0,0,0,0
Svalbard and Jan Mayen,SJM,2010,0,0,0,0,0
Svalbard and Jan Mayen,SJM,2011,0,0,0,0,0
Svalbard and Jan Mayen,SJM,2012,0,0,0,0,0
Svalbard and Jan Mayen,SJM,2013,0,0,0,0,0
Svalbard and Jan Mayen,SJM,2014,0,0,0,0,0
Svalbard and Jan Mayen,SJM,2015,0,0,0,0,0
Svalbard and Jan Mayen,SJM,2016,0,0,0,0,0
Svalbard and Jan Mayen,SJM,2017,0,0,0,0,0
Svalbard and Jan Mayen,SJM,2018,0,0,0,0,0
Svalbard and Jan Mayen,SJM,2019,0,0,0,0,0
Svalbard and Jan Mayen,SJM,2020,0,0,0,0,0
Svalbard and Jan Mayen,SJM,2021,0,0,0,0,0
Svalbard and Jan Mayen,SJM,2022,0,0,0,0,0
Sweden,SWE,2002,0,214.65901,0,0,85.863
Sweden,SWE,2003,0,0,0,0,0
Sweden,SWE,2004,0,42.932,0,0,0
Sweden,SWE,2005,0,150.261,0,0,0
Sweden,SWE,2006,107.33,193.19301,450.783,64.397995,2661.769
Sweden,SWE,2007,0,386.386,0,0,0
Sweden,SWE,2008,0,0,0,0,214.658
Sweden,SWE,2009,0,42.932,0,0,0
Sweden,SWE,2010,0,0,0,0,0
Sweden,SWE,2011,0,0,0,0,0
Sweden,SWE,2012,42.932,0,21.466,0,0
Sweden,SWE,2013,0,0,0,0,0
Sweden,SWE,2014,85.863,0,5946.0454,21.466,5838.716
Sweden,SWE,2015,0,558.113,0,0,0
Sweden,SWE,2016,0,0,0,0,0
Sweden,SWE,2017,0,0,0,0,0
Sweden,SWE,2018,257.59,150.261,1695.803,3863.8562,8758.074
Sweden,SWE,2019,0,0,0,0,0
Sweden,SWE,2020,0,0,0,0,0
Sweden,SWE,2021,0,0,0,0,0
Sweden,SWE,2022,0,0,0,0,0
Switzerland,CHE,2002,0,0,128.795,21.466,128.795
Switzerland,CHE,2003,21.466,0,42.932,0,257.59
Switzerland,CHE,2004,0,0,0,0,0
Switzerland,CHE,2005,64.397995,21.466,0,21.466,0
Switzerland,CHE,2006,0,0,0,0,0
Switzerland,CHE,2007,0,0,42.932,0,64.398
Switzerland,CHE,2008,0,0,0,0,0
Switzerland,CHE,2009,0,0,171.727,0,0
Switzerland,CHE,2010,0,0,0,0,0
Switzerland,CHE,2011,0,0,0,0,21.466
Switzerland,CHE,2012,21.466,0,0,0,0
Switzerland,CHE,2013,0,0,0,0,0
Switzerland,CHE,2014,0,0,343.45502,150.26102,214.66
Switzerland,CHE,2015,0,0,0,0,0
Switzerland,CHE,2016,0,0,64.397995,0,107.329
Switzerland,CHE,2017,64.397995,0,64.398,64.398,0
Switzerland,CHE,2018,0,0,21.466,0,0
Switzerland,CHE,2019,0,0,0,0,0
Switzerland,CHE,2020,0,0,0,0,0
Switzerland,CHE,2021,0,0,0,0,0
Switzerland,CHE,2022,21.466,0,21.466,0,0
Syria,SYR,2002,1352.3511,30545.93,0,0,300.523
Syria,SYR,2003,1481.147,46688.26,0,42.932,3541.869
Syria,SYR,2004,4550.7646,17408.82,21.466,536.64703,5001.546
Syria,SYR,2005,1330.884,10260.686,0,0,150.261
Syria,SYR,2006,1051.828,7963.837,0,21.466,815.703
Syria,SYR,2007,16228.197,8199.963,150.261,515.18,4636.628
Syria,SYR,2008,85.864,343.45502,0,21.466,0
Syria,SYR,2009,665.443,27433.379,0,0,837.17004
Syria,SYR,2010,1030.362,39754.785,0,21.466,1094.759
Syria,SYR,2011,386.38602,10088.961,0,0,944.498
Syria,SYR,2012,837.169,13416.166,1416.748,901.567,9595.244
Syria,SYR,2013,10969.062,54609.168,21.466,579.57904,6332.432
Syria,SYR,2014,515.182,19104.623,0,300.523,1867.5321
Syria,SYR,2015,13544.963,105354.47,193.19301,128.796,10518.273
Syria,SYR,2016,1330.885,25136.531,107.329,364.91998,4164.377
Syria,SYR,2017,6590.023,17000.967,0,214.66,1631.406
Syria,SYR,2018,3091.085,7963.839,0,21.466,1159.157
Syria,SYR,2019,66973.51,554377.5,42.932,21.466,175054.16
Syria,SYR,2020,11355.444,259393.55,493.715,2726.165,47611.293
Syria,SYR,2021,815.703,31812.416,0,21.466,3091.084
Syria,SYR,2022,429.31802,12858.058,0,0,42.932
Taiwan,TWN,2002,0,0,21.466,0,0
Taiwan,TWN,2003,107.329,1245.02,85.863,150.261,21.466
Taiwan,TWN,2004,42.932,21.466,751.306,21.466,0
Taiwan,TWN,2005,128.795,1094.7589,0,236.125,21.466
Taiwan,TWN,2006,21.466,0,0,0,0
Taiwan,TWN,2007,0,0,0,0,0
Taiwan,TWN,2008,0,1416.7471,0,42.932,21.466
Taiwan,TWN,2009,21.466,1309.4178,21.466,21.466,236.125
Taiwan,TWN,2010,0,21.466,21.466,214.658,85.863
Taiwan,TWN,2011,0,0,0,0,0
Taiwan,TWN,2012,0,0,0,0,0
Taiwan,TWN,2013,0,42.932,193.193,150.261,42.932
Taiwan,TWN,2014,0,0,0,0,0
Taiwan,TWN,2015,0,236.125,64.398,21.466,0
Taiwan,TWN,2016,107.329,0,0,42.932,0
Taiwan,TWN,2017,0,21.466,0,0,0
Taiwan,TWN,2018,0,0,0,0,0
Taiwan,TWN,2019,21.466,493.71503,0,0,21.466
Taiwan,TWN,2020,42.932,0,0,0,0
Taiwan,TWN,2021,128.795,880.101,0,21.466,0
Taiwan,TWN,2022,0,0,0,0,0
Tajikistan,TJK,2002,0,2339.7798,0,0,4336.105
Tajikistan,TJK,2003,0,3434.539,0,0,15541.287
Tajikistan,TJK,2004,42.932,5023.0137,0,0,18374.783
Tajikistan,TJK,2005,21.466,1287.952,0,0,3670.6628
Tajikistan,TJK,2006,429.319,643.97595,0,0,6847.612
Tajikistan,TJK,2007,0,64.398,0,0,8114.098
Tajikistan,TJK,2008,257.591,85.864006,0,0,193.193
Tajikistan,TJK,2009,0,386.385,0,0,2618.836
Tajikistan,TJK,2010,0,236.124,0,0,4722.491
Tajikistan,TJK,2011,171.727,42.932,0,0,1652.872
Tajikistan,TJK,2012,42.932,364.92,0,0,1459.679
Tajikistan,TJK,2013,0,1030.362,0,0,8779.54
Tajikistan,TJK,2014,21.466,386.386,0,0,3584.7979
